sample_id,initial_atoms,decay_constant,time,remaining_atoms,decayed_atoms,probability_of_decay,half_life,noise_level,experiment_group
8,3419,0.23976677054897683,15.718506,45.1335,3373.8665,0.97692,2.890923,12.7508,B
8,3419,0.23976677054897683,15.828195,88.3106,3330.6894,0.977519,2.890923,8.4701,B
8,3419,0.23976677054897683,16.033686,80.5412,3338.4588,0.9786,2.890923,8.0867,B
8,3419,,17.398757,46.2667,3372.7333,0.984573,2.890923,3.7371,B
8,3419,0.23976677054897683,17.575385,39.584,3379.416,0.985213,2.890923,5.3143,B
8,3419,0.23976677054897683,17.901306,28.5462,3390.4538,0.986324,2.890923,9.3426,B
8,3419,0.23976677054897683,18.315765,45.124,3373.876,0.987618,2.890923,4.3244,B
8,3419,0.23976677054897683,19.754991,33.7124,3385.2876,0.991232,2.890923,5.0106,B
8,3419,0.23976677054897683,19.912757,26.3151,3392.6849,0.991557,2.890923,2.7634,B
9,630,0.10952429500639868,0.44437,613.3751,16.6249,0.047504,6.328707,26.6446,D
9,630,,0.828562,567.2586,62.7414,0.086752,6.328707,14.6884,D
9,630,0.10952429500639868,0.93946,609.6122,20.3878,0.097777,6.328707,19.8355,D
9,630,0.10952429500639868,1.019498,594.9625,35.0375,0.105651,6.328707,30.422,D
9,630,0.10952429500639868,1.108318,591.9722,38.0278,0.11431,6.328707,22.1348,D
9,630,0.10952429500639868,1.182116,535.7882,94.2118,0.121439,6.328707,26.5318,D
9,630,0.10952429500639868,1.822813,518.6897,111.3103,0.180976,6.328707,26.0649,D
9,630,0.10952429500639868,2.295072,528.1069,101.8931,0.222262,6.328707,29.7445,D
9,630,0.10952429500639868,3.390082,445.4863,184.5137,0.310161,6.328707,17.1972,D
9,630,0.10952429500639868,3.397452,446.831,183.169,0.310717,6.328707,24.7416,D
9,630,0.10952429500639868,4.155668,447.2881,182.7119,0.365645,6.328707,29.2193,D
9,630,0.10952429500639868,5.718011,313.2991,316.7009,0.465413,6.328707,22.5772,D
9,630,0.10952429500639868,6.62293,301.826,328.174,0.515855,6.328707,17.2877,D
9,630,0.10952429500639868,8.273574,222.9216,407.0784,0.595926,6.328707,18.0408,D
9,630,0.10952429500639868,9.80817,195.268,434.732,0.65844,6.328707,18.185,D
9,630,0.10952429500639868,10.997284,205.3277,424.6723,0.700149,6.328707,15.2875,D
9,630,0.10952429500639868,11.592382,170.6808,459.3192,0.719069,6.328707,6.8737,D
9,630,0.10952429500639868,12.350582,169.4048,460.5952,0.741456,6.328707,8.8671,D
9,630,0.10952429500639868,13.059458,177.3971,452.6029,0.76077,6.328707,16.0881,D
9,630,0.10952429500639868,13.447796,142.787,487.213,0.770731,6.328707,9.2859,D
9,630,0.10952429500639868,13.814526,146.2944,483.7056,0.779758,6.328707,14.507,D
9,630,0.10952429500639868,14.575724,134.9783,495.0217,0.797375,6.328707,9.8536,D
9,630,0.10952429500639868,15.319431,104.1282,525.8718,0.813225,6.328707,11.0849,D
9,630,0.10952429500639868,18.561035,79.3228,550.6772,0.869043,6.328707,5.159,D
9,630,0.10952429500639868,19.263181,70.4202,559.5798,0.878736,6.328707,5.9542,D
9,630,0.10952429500639868,19.356055,68.8217,561.1783,0.879963,6.328707,12.672,D
9,630,0.10952429500639868,19.7708,80.7273,549.2727,0.885294,6.328707,11.8174,D
10,2185,0.45525753555637355,0.866305,1464.9654,720.0346,0.32591,1.522539,20.3762,D
10,2185,0.45525753555637355,1.218039,1272.131,912.869,0.425653,1.522539,43.0209,D
10,2185,0.45525753555637355,1.218574,1282.5986,902.4014,0.425793,1.522539,30.5203,D
10,2185,0.45525753555637355,1.826176,965.9087,1219.0913,0.564552,1.522539,19.2901,D
10,2185,0.45525753555637355,2.093519,855.7585,1329.2415,0.614452,1.522539,21.8732,D
10,2185,0.45525753555637355,2.57193,726.8702,1458.1298,0.689909,1.522539,29.7282,D
10,2185,0.45525753555637355,2.610091,634.0799,1550.9201,0.69525,1.522539,20.0124,D
10,2185,0.45525753555637355,3.655023,,,0.810616,1.522539,20.2307,D
10,2185,0.45525753555637355,3.915112,362.6741,1822.3259,0.831763,1.522539,11.9196,D
10,2185,0.45525753555637355,4.851565,253.2397,1931.7603,0.890158,1.522539,16.8568,D
10,2185,0.45525753555637355,6.34611,112.2778,2072.7222,0.944375,1.522539,8.9969,D
10,2185,0.45525753555637355,6.373792,108.8029,2076.1971,0.945071,1.522539,12.3463,D
10,2185,0.45525753555637355,6.380901,129.1071,2055.8929,0.945249,1.522539,14.3107,D
10,2185,0.45525753555637355,,85.4698,2099.5302,0.950699,1.522539,11.5377,D
10,2185,0.45525753555637355,,56.7604,2128.2396,0.976599,1.522539,5.69,D
10,2185,0.45525753555637355,8.310281,56.4155,2128.5845,0.977253,1.522539,5.328,D
10,2185,0.45525753555637355,,40.5003,2144.4997,0.981888,1.522539,5.2052,D
10,2185,0.45525753555637355,9.46055,29.9521,2155.0479,0.986526,1.522539,3.6062,D
10,2185,0.45525753555637355,10.263502,17.8601,2167.1399,0.990651,1.522539,3.0786,D
10,2185,0.45525753555637355,11.477012,14.7409,2170.2591,0.99462,1.522539,4.4254,D
10,2185,0.45525753555637355,13.880348,4.5465,2180.4535,0.998198,1.522539,1.7553,D
10,2185,0.45525753555637355,13.986789,2.0798,2182.9202,0.998284,1.522539,1.8126,D
10,2185,0.45525753555637355,14.894735,1.8059,2183.1941,0.998865,1.522539,1.7231,D
10,2185,0.45525753555637355,18.160302,0.4309,2184.5691,0.999743,1.522539,0.8161,D
10,2185,0.45525753555637355,18.239192,0.3772,2184.6228,0.999752,1.522539,0.4174,D
11,1269,0.3610498359243445,0.136294,1145.911,123.089,0.048018,1.91981,45.6042,B
11,1269,0.3610498359243445,0.805779,948.0814,320.9186,0.252429,1.91981,40.8171,B
11,1269,0.3610498359243445,1.089321,851.4239,417.5761,0.325173,1.91981,37.898,B
11,1269,0.3610498359243445,1.674499,698.6755,570.3245,0.453695,1.91981,21.6887,B
11,1269,0.3610498359243445,2.944541,423.2301,845.7699,0.654626,1.91981,26.487,B
11,1269,0.3610498359243445,3.027423,420.1521,848.8479,0.664808,1.91981,13.2647,B
11,1269,0.3610498359243445,3.037723,440.2752,828.7248,0.666052,1.91981,23.8327,B
11,1269,0.3610498359243445,3.649161,353.117,915.883,0.732204,1.91981,21.0443,B
11,1269,0.3610498359243445,4.13162,290.7415,978.2585,0.775015,1.91981,8.8805,B
11,1269,0.3610498359243445,6.26533,132.6464,1136.3536,0.895868,1.91981,14.8057,B
11,1269,0.3610498359243445,6.571163,120.9073,1148.0927,0.906754,1.91981,15.2644,B
11,1269,,7.131427,98.3971,1170.6029,0.923831,1.91981,7.5448,B
11,1269,0.3610498359243445,7.339228,81.5188,1187.4812,0.929337,1.91981,12.4277,B
11,1269,0.3610498359243445,7.478943,93.1877,1175.8123,0.932813,1.91981,5.3777,B
11,1269,0.3610498359243445,7.71879,91.1395,1177.8605,0.938386,1.91981,9.7264,B
11,1269,0.3610498359243445,7.965611,78.1423,1190.8577,0.943639,1.91981,8.3357,B
11,1269,0.3610498359243445,8.563679,54.2501,1214.7499,0.954585,1.91981,7.9402,B
11,1269,0.3610498359243445,10.244294,35.7247,1233.2753,0.975244,1.91981,7.9937,B
11,1269,0.3610498359243445,10.468144,36.1979,1232.8021,0.977166,1.91981,7.3817,B
11,1269,0.3610498359243445,12.407425,8.4243,1260.5757,0.988663,1.91981,4.8743,B
11,1269,0.3610498359243445,12.640384,17.9938,1251.0062,0.989578,1.91981,2.8137,B
11,1269,,12.721368,4.0436,1264.9564,0.989878,1.91981,5.0599,B
11,1269,0.3610498359243445,13.609589,10.6061,1258.3939,0.992655,1.91981,1.8242,B
11,1269,0.3610498359243445,14.522225,11.7967,1257.2033,0.994717,1.91981,3.5041,B
11,1269,0.3610498359243445,16.075105,3.6438,1265.3562,0.996984,1.91981,1.6201,B
11,1269,0.3610498359243445,17.725764,1.9878,1267.0122,0.998338,1.91981,0.8042,B
11,1269,0.3610498359243445,18.234518,2.7892,1266.2108,0.998617,1.91981,1.5491,B
11,1269,0.3610498359243445,18.430268,3.3669,1265.6331,0.998711,1.91981,0.9351,B
11,1269,0.3610498359243445,,1.2616,1267.7384,0.998803,1.91981,0.9165,B
11,1269,0.3610498359243445,19.304193,0.5052,1268.4948,0.99906,1.91981,0.8803,B
12,2891,0.3574327354004666,0.665359,2260.9591,630.0409,0.211656,1.939238,42.811,B
12,2891,0.3574327354004666,1.12324,1964.8239,926.1761,0.330673,1.939238,42.8455,B
12,2891,0.3574327354004666,1.262598,1958.7218,932.2782,0.363196,1.939238,40.8159,B
12,2891,0.3574327354004666,1.418319,1788.614,1102.386,0.397672,1.939238,57.1346,B
12,2891,0.3574327354004666,2.437762,1189.4579,1701.5421,0.581608,1.939238,35.8244,B
12,2891,0.3574327354004666,2.645759,1149.8103,1741.1897,0.611585,1.939238,32.4368,B
12,2891,0.3574327354004666,3.349195,897.5077,1993.4923,0.697935,1.939238,26.9125,B
12,2891,0.3574327354004666,3.431927,862.1482,2028.8518,0.706736,1.939238,38.3658,B
12,2891,0.3574327354004666,4.430345,614.7857,2276.2143,0.794755,1.939238,33.9823,B
12,2891,0.3574327354004666,4.661456,570.4111,2320.5889,0.811028,1.939238,31.6299,B
